City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
372,bengkulu,ID,-3.8,102.27,75.07,85,99,3.83,overcast clouds
373,srednekolymsk,RU,67.45,153.68,-4.05,91,95,6.6,overcast clouds
374,grosseto,IT,42.83,11.25,55.4,93,20,3.36,few clouds
375,geraldton,AU,-28.77,114.6,55.4,93,75,5.82,light intensity shower rain
376,gidam,IN,18.98,81.4,65.64,90,0,1.97,clear sky
377,constitucion,CL,-35.33,-72.42,56.12,81,62,8.39,broken clouds
378,fort nelson,CA,58.81,-122.7,15.8,78,90,12.75,overcast clouds
379,marilia,BR,-22.21,-49.95,66.2,62,34,12.41,scattered clouds
380,karratha,AU,-20.74,116.85,73.42,67,97,11.95,overcast clouds
381,lavrentiya,RU,65.58,-171.0,22.42,88,0,4.21,clear sky
382,poum,NC,-20.23,164.02,78.53,73,0,10.67,clear sky
383,kamaishi,JP,39.27,141.88,59.59,80,100,11.7,overcast clouds
384,buchanan,LR,5.88,-10.05,78.19,88,68,7.29,broken clouds
385,henties bay,NA,-22.12,14.28,55.0,90,42,5.41,scattered clouds
386,padang,ID,-0.95,100.35,77.9,72,100,3.4,overcast clouds
387,kerema,PG,-7.96,145.78,82.29,78,84,8.75,broken clouds
388,ust-uda,RU,54.17,103.03,15.06,90,0,3.76,clear sky
389,raghunathpur,IN,23.55,86.67,73.38,59,74,4.94,broken clouds
390,narasannapeta,IN,18.42,84.05,75.65,81,36,5.64,scattered clouds
391,kholodnyy,RU,62.72,147.95,3.09,91,100,1.99,light snow
392,gokak,IN,16.17,74.83,70.7,63,0,4.63,clear sky
393,valdosta,US,30.83,-83.28,75.2,60,20,5.82,few clouds
394,azare,NG,11.68,10.19,77.76,25,30,7.65,scattered clouds
395,kolosovka,RU,56.47,73.61,32.5,95,95,10.6,overcast clouds
396,gold coast,AU,-28.0,153.43,75.99,56,0,13.87,clear sky
397,kemin,KG,42.78,75.69,44.92,43,0,5.39,clear sky
398,vagur,FO,61.47,-6.81,47.21,83,84,15.39,broken clouds
399,eha amufu,NG,6.66,7.76,75.9,89,95,5.26,overcast clouds
400,baillif,GP,16.02,-61.75,80.6,83,82,8.05,broken clouds
401,khoy,IR,38.55,44.95,57.79,34,43,4.83,scattered clouds
402,ati,TD,13.22,18.34,85.69,22,33,13.35,scattered clouds
403,riyadh,SA,24.69,46.72,66.2,42,0,6.53,clear sky
404,ancud,CL,-41.87,-73.82,64.0,67,50,6.93,scattered clouds
405,georgiyevskoye,RU,58.73,45.02,28.42,97,2,3.96,clear sky
406,dicabisagan,PH,17.08,122.42,78.84,83,100,3.33,moderate rain
407,mingaora,PK,34.78,72.36,57.6,28,0,6.93,clear sky
408,axim,GH,4.87,-2.24,78.26,90,100,7.49,overcast clouds
409,jaca,ES,42.57,-0.55,53.6,81,0,4.7,clear sky
410,tahta,EG,26.77,31.5,77.0,53,20,10.29,few clouds
411,hueytamalco,MX,19.95,-97.27,64.56,90,100,1.66,overcast clouds
412,solnechnyy,RU,50.72,136.63,29.97,97,73,4.47,broken clouds
413,san-pedro,CI,4.75,-6.64,77.4,90,80,5.5,broken clouds
414,keelung,TW,25.13,121.74,73.4,83,20,9.17,few clouds
415,north bend,US,43.41,-124.22,64.0,67,1,5.82,clear sky
416,lipin bor,RU,60.26,37.98,30.34,97,27,4.56,scattered clouds
417,singaraja,ID,-8.11,115.09,79.68,71,91,2.59,overcast clouds
418,massakory,TD,13.0,15.73,82.94,20,52,11.48,broken clouds
419,port moresby,PG,-9.44,147.18,81.1,80,66,1.21,broken clouds
420,elko,US,41.0,-115.5,73.0,12,0,3.0,clear sky
421,portland,US,45.52,-122.68,66.99,45,1,3.36,clear sky
422,kupang,ID,-10.17,123.58,80.51,72,96,5.28,overcast clouds
423,manaus,BR,-3.1,-60.02,84.2,70,75,9.17,broken clouds
424,puerto leguizamo,CO,-0.19,-74.78,78.58,88,92,1.7,light rain
425,mimoso do sul,BR,-21.06,-41.37,64.56,87,97,3.62,overcast clouds
426,steamboat springs,US,40.48,-106.83,59.0,22,1,2.33,clear sky
427,ust-kuyga,RU,70.02,135.6,-16.06,87,99,7.76,overcast clouds
428,odweyne,SO,9.41,45.06,71.6,20,0,11.34,clear sky
429,evensk,RU,61.95,159.23,20.88,92,92,5.23,overcast clouds
430,ngerengere,TZ,-6.75,38.12,71.74,93,43,1.5,light rain
431,samarai,PG,-10.62,150.67,82.49,80,82,7.92,light rain
432,viedma,AR,-40.81,-63.0,82.99,22,0,18.54,clear sky
433,clinton,US,42.59,-82.92,37.99,59,75,19.46,broken clouds
434,aykhal,RU,66.0,111.5,6.8,84,90,6.71,light snow
435,kotka,FI,60.47,26.95,45.0,75,90,12.75,overcast clouds
436,raudeberg,NO,61.99,5.14,48.0,87,100,27.18,overcast clouds
437,la ronge,CA,55.1,-105.28,42.8,91,87,6.93,overcast clouds
438,hay river,CA,60.82,-115.8,21.2,85,100,16.11,overcast clouds
439,micheweni,TZ,-4.97,39.83,77.11,81,6,7.23,clear sky
440,teahupoo,PF,-17.83,-149.27,82.4,69,75,13.87,shower rain
441,mackay,AU,-21.15,149.2,77.0,83,57,6.93,broken clouds
442,coffeyville,US,37.04,-95.62,59.0,24,1,11.41,clear sky
443,kenai,US,60.55,-151.26,26.01,41,1,28.86,clear sky
444,zomba,MW,-15.39,35.32,66.94,81,27,4.43,scattered clouds
445,marsh harbour,BS,26.54,-77.06,80.51,81,5,9.69,clear sky
446,puerto colombia,CO,10.99,-74.95,77.0,94,75,4.7,light intensity drizzle
447,wakkanai,JP,45.41,141.67,54.05,87,94,12.57,overcast clouds
448,tazovskiy,RU,67.47,78.7,21.15,97,97,15.17,overcast clouds
449,dunedin,NZ,-45.87,170.5,55.99,56,100,15.01,overcast clouds
450,derzhavinsk,KZ,51.1,66.32,37.54,77,96,7.2,overcast clouds
451,vermillion,US,42.78,-96.93,46.4,31,75,3.36,broken clouds
452,kahului,US,20.89,-156.47,87.8,55,40,12.75,scattered clouds
453,suphan buri,TH,14.47,100.12,78.01,90,32,6.96,scattered clouds
454,marienburg,PL,54.04,19.03,46.0,100,99,10.74,overcast clouds
455,saint-francois,FR,46.42,3.91,64.4,72,90,3.36,overcast clouds
456,caravelas,BR,-17.71,-39.25,70.66,86,100,9.15,overcast clouds
457,panguna,PG,-6.32,155.48,78.71,73,14,1.99,few clouds
458,astoria,US,46.19,-123.83,63.0,51,1,3.36,clear sky
459,superior,US,46.72,-92.1,35.6,29,1,6.93,clear sky
460,zhicheng,CN,30.3,111.5,55.0,75,94,5.32,light rain
461,dingle,PH,11.0,122.67,75.31,91,83,5.61,moderate rain
462,zhangye,CN,38.93,100.45,35.8,68,0,4.34,clear sky
463,rock sound,BS,24.9,-76.2,81.79,79,37,10.18,scattered clouds
464,long beach,US,33.77,-118.19,84.2,26,1,8.34,clear sky
465,sulangan,PH,11.14,123.72,82.44,74,100,7.94,heavy intensity rain
466,roald,NO,62.58,6.13,50.0,76,75,23.04,light rain
467,dosso,NE,13.05,3.19,81.5,16,0,7.52,clear sky
468,uyuni,BO,-20.46,-66.83,58.53,22,1,13.89,clear sky
469,anloga,GH,5.79,0.9,80.83,84,81,13.02,broken clouds
470,camana,PE,-16.62,-72.71,66.54,74,49,6.78,scattered clouds
471,hovd,MN,48.01,91.64,25.23,88,2,1.54,clear sky
472,verkhnevilyuysk,RU,63.45,120.32,0.66,92,0,7.09,clear sky
473,benguela,AO,-12.58,13.41,77.22,83,100,6.58,overcast clouds
474,fairview,US,40.81,-74.0,55.4,93,90,6.93,moderate rain
475,vanavara,RU,60.34,102.28,15.28,93,100,10.85,overcast clouds
476,cody,US,44.53,-109.06,60.01,36,1,10.29,clear sky
477,meulaboh,ID,4.14,96.13,75.94,88,100,3.33,overcast clouds
478,palmer,US,42.16,-72.33,50.0,93,90,5.82,moderate rain
479,general pico,AR,-35.66,-63.76,73.0,40,9,8.34,clear sky
480,gairo,IT,39.85,9.5,64.4,100,75,4.7,broken clouds
481,luderitz,NA,-26.65,15.16,65.8,51,85,12.86,overcast clouds
482,shkoder,AL,42.07,19.51,53.6,81,0,5.82,clear sky
483,nantucket,US,41.28,-70.1,59.0,87,90,11.41,overcast clouds
484,pansemal,IN,21.65,74.7,72.79,41,3,3.47,clear sky
485,kongsberg,NO,59.67,9.65,50.0,94,100,4.0,light rain
486,mount isa,AU,-20.73,139.5,78.8,20,0,9.17,clear sky
487,alta floresta,BR,-9.88,-56.09,73.38,95,100,4.05,moderate rain
488,hasaki,JP,35.73,140.83,55.4,93,75,18.61,broken clouds
489,waddan,LY,29.16,16.14,61.0,81,0,9.64,clear sky
490,calabar,NG,4.95,8.32,75.24,95,100,2.8,moderate rain
491,labuhan,ID,-6.88,112.21,77.41,84,79,5.3,moderate rain
492,pasni,PK,25.26,63.47,73.44,30,0,12.41,clear sky
493,hamilton,US,39.18,-84.53,42.01,50,1,5.01,clear sky
494,banda aceh,ID,5.56,95.32,78.62,81,98,7.96,overcast clouds
495,namibe,AO,-15.2,12.15,74.08,70,59,7.29,broken clouds
496,thomasville,US,35.88,-80.08,62.01,78,30,12.84,scattered clouds
497,saint-pierre,RE,-21.34,55.48,69.8,64,75,6.93,broken clouds
498,copparo,IT,44.89,11.82,54.0,97,10,3.71,clear sky
499,bambanglipuro,ID,-7.95,110.28,75.83,86,67,4.7,broken clouds
500,kroya,ID,-7.63,109.25,76.05,87,33,3.38,moderate rain
501,cayenne,GF,4.93,-52.33,80.6,94,50,2.24,very heavy rain
502,zhezkazgan,KZ,47.8,67.71,38.17,61,26,2.48,scattered clouds
503,yumen,CN,40.28,97.2,27.59,89,0,2.35,clear sky
504,eureka,US,40.8,-124.16,66.0,67,1,6.93,clear sky
505,elwood,AU,-37.88,144.98,55.99,100,90,4.7,mist
506,malartic,CA,48.13,-78.13,35.6,93,90,13.87,moderate rain
507,paamiut,GL,61.99,-49.67,28.13,93,86,5.93,overcast clouds
508,bonavista,CA,48.65,-53.11,37.4,69,14,5.82,few clouds
509,havoysund,NO,71.0,24.66,41.0,80,20,21.92,few clouds
510,miguel hidalgo,MX,19.42,-99.2,69.89,39,37,15.73,scattered clouds
511,le passage,FR,44.2,0.6,63.0,93,0,4.7,clear sky
512,harper,LR,4.38,-7.72,77.85,88,37,6.53,scattered clouds
513,ulladulla,AU,-35.35,150.47,63.0,82,75,10.29,broken clouds
514,bilibino,RU,68.05,166.44,4.14,84,72,1.03,broken clouds
515,trelleborg,SE,55.38,13.16,55.0,100,90,17.22,light rain
516,krasnoselkup,RU,65.7,82.47,21.85,97,99,16.2,overcast clouds
517,baracoa,CU,20.35,-74.5,80.87,79,90,9.26,overcast clouds
518,nizhnevartovsk,RU,60.93,76.55,32.0,98,90,8.95,overcast clouds
519,durham,US,36.03,-78.87,61.0,88,67,7.87,broken clouds
520,guerrero negro,MX,27.98,-114.06,80.01,38,14,11.16,few clouds
521,bam,IR,29.11,58.36,54.63,38,0,3.31,clear sky
522,burnie,AU,-41.07,145.92,59.0,72,100,4.0,overcast clouds
523,kilindoni,TZ,-7.91,39.67,78.58,79,35,11.61,scattered clouds
524,adrar,MR,20.5,-10.07,80.35,17,100,9.26,overcast clouds
525,laguna,US,38.42,-121.42,81.0,23,1,1.5,clear sky
526,caucaia,BR,-3.74,-38.65,81.0,83,40,9.17,scattered clouds
527,mangrol,IN,21.12,70.12,78.51,35,40,11.77,scattered clouds
528,buta,CD,2.79,24.73,71.02,96,100,0.89,overcast clouds
529,sarkand,KZ,45.41,79.92,42.46,53,56,4.0,broken clouds
530,yaan,NG,7.38,8.57,76.98,83,100,5.79,overcast clouds
531,tessalit,ML,20.2,1.01,76.48,20,44,11.5,scattered clouds
532,yuli,NG,9.7,10.27,79.0,29,12,4.18,few clouds
533,tahlequah,US,35.92,-94.97,60.8,26,1,9.17,clear sky
534,khor,RU,47.89,134.95,31.8,96,6,6.85,clear sky
535,atar,MR,20.52,-13.05,82.83,17,100,8.32,overcast clouds
536,chlorakas,CY,34.8,32.41,62.6,72,20,6.93,few clouds
537,smolenka,RU,52.14,113.5,12.2,66,0,2.24,clear sky
538,san quintin,MX,30.48,-115.95,76.42,40,0,11.41,clear sky
539,dhule,IN,20.9,74.78,72.79,46,3,1.95,clear sky
540,takoradi,GH,4.88,-1.76,78.66,89,100,8.21,overcast clouds
541,tiarei,PF,-17.53,-149.33,82.4,69,75,13.87,shower rain
542,hofn,IS,64.25,-15.21,38.57,70,0,15.82,clear sky
543,vao,NC,-22.67,167.48,74.48,84,100,17.87,overcast clouds
544,lata,PT,40.16,-8.33,66.0,92,98,1.01,overcast clouds
545,ankara,TR,39.92,32.85,41.0,72,0,3.36,clear sky
546,shitkino,RU,56.37,98.35,26.71,97,99,4.63,overcast clouds
547,les escoumins,CA,48.11,-69.02,44.6,86,100,4.7,overcast clouds
548,broome,US,42.25,-75.83,42.01,100,90,10.29,overcast clouds
549,zapolyarnyy,RU,69.42,30.81,37.4,93,75,27.51,broken clouds
550,waipawa,NZ,-41.41,175.52,57.2,82,100,12.75,overcast clouds
551,santo antonio do ica,BR,-3.1,-67.94,79.21,80,59,3.18,broken clouds
552,ukiah,US,39.15,-123.21,84.99,20,1,6.02,clear sky
553,cockburn town,TC,21.46,-71.14,84.2,66,40,12.75,scattered clouds
554,asau,RO,46.43,26.4,36.0,97,0,5.84,clear sky
555,oregon,US,44.0,-120.5,68.0,28,0,8.01,clear sky
556,katsuura,JP,35.13,140.3,59.0,72,40,4.7,scattered clouds
557,montepuez,MZ,-13.13,39.0,70.32,72,44,3.24,scattered clouds
558,silver city,US,32.77,-108.28,69.8,21,1,16.11,clear sky
559,shar,KZ,49.59,81.05,33.3,87,12,9.95,few clouds
560,ziro,IN,27.63,93.83,50.11,100,34,1.63,scattered clouds
561,novyy urengoy,RU,66.08,76.63,26.56,97,90,17.69,overcast clouds
562,penarroya-pueblonuevo,ES,38.3,-5.27,57.99,82,0,3.36,clear sky
563,seoul,KR,37.57,126.98,42.8,100,1,2.1,mist
564,aksum,ET,14.12,38.72,59.65,54,0,12.03,clear sky
565,tanabe,JP,33.73,135.37,63.0,82,7,7.67,clear sky
566,loei,TH,17.42,101.5,62.56,100,32,1.57,scattered clouds
567,edson,CA,53.58,-116.44,57.2,33,1,13.87,clear sky
568,batticaloa,LK,7.71,81.69,80.24,76,51,7.07,broken clouds
569,sept-iles,CA,50.2,-66.38,37.4,59,100,4.7,overcast clouds
570,shiraz,IR,29.6,52.54,51.8,27,0,4.7,clear sky
571,qiyang,CN,26.59,111.85,59.65,73,100,0.67,overcast clouds
572,kloulklubed,PW,7.04,134.26,75.2,100,75,6.42,broken clouds
